Sum of Value,Column Labels,,,,,,ID,Longitude,Latitude,,,,,,,,,,
ASN00014144,0,0,0,0,,,ASN00010286,-31.6219,117.2217,,,,,,,,,,
ASN00014825,0,408,258,666,,,ASN00010307,-31.7936,116.6278,,,,,,,,,,
ASN00014966,0,0,0,0,,,ASN00010308,-31.55,116.4867,,,,,,,,,,
ASN00014970,0,0,0,0,,,ASN00010310,-31.7647,116.3464,,,,,,,,,,
ASN00015015,0,0,0,0,,,ASN00010311,-31.8997,116.765,,,,,,,,,,
ASN00015131,0,427,263,690,,,ASN00010502,-34.2553,118.2214,,,,,,,,,,
ASN00015511,0,424,226,650,,,ASN00010511,-32.8022,117.5025,,,,,,,,,,
ASN00015666,0,435,248,683,,,ASN00010515,-32.1083,116.9247,,,,,,,,,,
ASN00016090,0,397,228,625,,,ASN00010519,-34.0717,118.2628,,,,,,,,,,
ASN00017014,0,0,0,0,,,ASN00010524,-32.3725,117.0072,,,,,,,,,,
ASN00017099,0,387,185,572,,,ASN00010527,-32.3756,117.5128,,,,,,,,,,
ASN00017123,0,428,249,677,,,ASN00010536,-32.3292,117.8733,,,,,,,,,,
ASN00018079,1,262,110,373,,,ASN00010546,-33.3142,117.74,,,,,,,,,,
ASN00018201,0,342,195,537,,,ASN00010556,-32.4797,116.8167,,,,,,,,,,
ASN00021062,0,0,0,0,,,ASN00010568,-32.4419,118.8983,,,,,,,,,,
ASN00022046,0,217,159,376,,,ASN00010582,-33.83,117.159,,,,,,,,,,
ASN00023034,0,257,167,424,,,ASN00010614,-32.9342,117.1797,,,,,,,,,,
ASN00023721,0,0,0,0,,,ASN00010626,-32.5336,117.0831,,,,,,,,,,
ASN00023804,0,218,144,362,,,ASN00010627,-33.5347,118.5092,,,,,,,,,,
ASN00023817,0,0,0,0,,,ASN00010633,-33.5803,120.0458,,,,,,,,,,
ASN00023860,0,0,0,0,,,ASN00010635,-33.7853,116.9064,,,,,,,,,,
ASN00023865,0,0,0,0,,,ASN00010647,-33.3075,117.3403,,,,,,,,,,
ASN00023885,0,294,177,471,,,ASN00010692,-33.1131,118.84,,,,,,,,,,
ASN00026103,0,0,0,0,,,ASN00010729,-34.3439,118.6306,,,,,,,,,,
ASN00030082,400,0,0,400,,,ASN00010866,-33.9317,117.3258,,,,,,,,,,
ASN00036025,0,0,0,0,,,ASN00010905,-33.8878,119.1092,,,,,,,,,,
ASN00039201,70,0,0,70,,,ASN00010908,-32.0294,116.8742,,,,,,,,,,
ASN00039242,78,0,0,78,,,ASN00010911,-33.1006,118.4647,,,,,,,,,,
ASN00039258,290,0,0,290,,,ASN00010912,-32.5878,117.6408,,,,,,,,,,
ASN00039290,155,0,0,155,,,ASN00010916,-33.6856,117.6064,,,,,,,,,,
ASN00039319,440,0,0,440,,,ASN00010917,-32.6722,116.6706,,,,,,,,,,
ASN00039321,140,0,0,140,,,ASN00011003,-31.6797,128.8792,,,,,,,,,,
ASN00039338,240,0,0,240,,,ASN00011008,-31.8433,127.8572,,,,,,,,,,
ASN00040004,362,268,206,836,,,ASN00011019,-32.2464,126.3008,,,,,,,,,,
ASN00040120,154,0,0,154,,,ASN00011052,-30.8453,128.1092,,,,,,,,,,
ASN00040503,250,0,0,250,,,ASN00011053,-32.2028,127.5297,,,,,,,,,,
ASN00040607,1630,0,0,1630,,,ASN00012009,-32.2147,121.7547,,,,,,,,,,
ASN00040762,810,0,0,810,,,ASN00012013,-30.7503,121.7519,,,,,,,,,,
ASN00040778,120,0,0,120,,,ASN00012027,-29.8119,122.3547,,,,,,,,,,
ASN00040823,80,0,0,80,,,ASN00012038,-30.7847,121.4533,,,,,,,,,,
ASN00040844,1640,0,0,1640,,,ASN00012044,-33.5547,120.6997,,,,,,,,,,
ASN00040861,1190,261,208,1659,,,ASN00012071,-32.9869,121.6239,,,,,,,,,,
ASN00040932,1070,0,0,1070,,,ASN00012239,-28.4967,119.7436,,,,,,,,,,
ASN00055024,0,337,188,525,,,ASN00012241,-28.8789,121.3186,,,,,,,,,,
ASN00055049,0,0,0,0,,,ASN00012305,-28.6133,122.4236,,,,,,,,,,
ASN00058129,1230,0,0,1230,,,ASN00012314,-27.8386,120.7031,,,,,,,,,,
ASN00058193,1375,0,0,1375,,,ASN00012320,-31.2353,119.3564,,,,,,,,,,
ASN00058202,70,0,0,70,,,ASN00013011,-26.1317,126.5839,,,,,,,,,,
ASN00059122,50,0,0,50,,,ASN00013015,-25.7964,122.9753,,,,,,,,,,
ASN00059138,80,0,0,80,,,ASN00013017,-25.0341,128.301,,,,,,,,,,
ASN00059140,84,223,157,464,,,ASN00013024,-26.5172,122.8078,,,,,,,,,,
ASN00060065,10,0,0,10,,,ASN00013030,-21.7125,122.2281,,,,,,,,,,
ASN00060099,0,0,0,0,,,ASN00014013,-12.81,130.4576,,,,,,,,,,
ASN00061170,0,0,0,0,,,ASN00014015,-12.4239,130.8925,,,,,,,,,,
ASN00061209,0,0,0,0,,,ASN00014041,-12.605,131.2988,,,,,,,,,,
ASN00061360,0,0,0,0,,,ASN00014050,-12.4706,130.8455,,,,,,,,,,
ASN00061375,2,283,165,450,,,ASN00014055,-13.481,131.1173,,,,,,,,,,
ASN00061406,0,0,0,0,,,ASN00014059,-14.0829,131.8099,,,,,,,,,,
ASN00062013,0,335,0,335,,,ASN00014062,-14.1435,132.1925,,,,,,,,,,
ASN00062101,0,317,182,499,,,ASN00014090,-12.5781,131.3145,,,,,,,,,,
ASN00063293,0,0,0,0,,,ASN00014092,-13.2373,131.1042,,,,,,,,,,
ASN00063297,0,0,0,0,,,ASN00014112,-12.3786,130.8469,,,,,,,,,,
ASN00065041,0,0,0,0,,,ASN00014142,-11.4022,130.4217,,,,,,,,,,
ASN00066048,0,0,0,0,,,ASN00014143,-12.8003,131.0507,,,,,,66390,,,,
ASN00066052,0,0,0,0,,,ASN00014144,-12.3962,130.8785,,,,,,,,,,
ASN00066058,0,0,0,0,,,ASN00014149,-12.4558,131.0505,,,,,,,,,,
ASN00066124,2,292,190,484,,,ASN00014163,-12.4396,130.8376,,,,,,,,,,
ASN00067061,10,0,0,10,,,ASN00014183,-12.8324,130.9713,,,,,,,,,,
ASN00068192,0,290,185,475,,,ASN00014198,-12.6594,132.8939,,,,,,,,,,
ASN00068249,0,0,0,0,,,ASN00014219,-12.5491,131.0794,,,,,,,,,,
ASN00069133,0,0,0,0,,,ASN00014224,-13.8062,132.197,,,,,,,,,,
ASN00069145,0,0,0,0,,,ASN00014226,-12.5764,131.0829,,,,,,,,,,
ASN00069148,0,260,179,439,,,ASN00014238,-12.4346,130.7491,,,,,,,,,,
ASN00070067,0,0,0,0,,,ASN00014246,-12.3784,130.9057,,,,,,,,,,
ASN00070278,0,0,131,131,,,ASN00014253,-13.1672,130.1225,,,,,,,,,,
ASN00070346,15,0,0,15,,,ASN00014254,-12.2435,131.8785,,,,,,,,,,
ASN00070349,0,213,87,300,,,ASN00014256,-12.9038,132.5255,,,,,,,,,,
ASN00071022,0,0,0,0,,,ASN00014264,-12.7121,130.9889,,,,,,,,,,
ASN00072150,0,318,205,523,,,ASN00014266,-12.4121,130.9669,,,,,,,,,,
ASN00072156,0,0,0,0,,,ASN00014272,-13.0545,131.0252,,,,,,,,,,
ASN00073019,16,0,0,16,,,ASN00014274,-11.0468,132.9791,,,,,,,,,,
ASN00073032,326,0,0,326,,,ASN00014275,-12.7164,131.8206,,,,,,,,,,
ASN00073050,72,0,0,72,,,ASN00014277,-12.635,130.3725,,,,,,,,,,
ASN00073137,60,0,0,60,,,ASN00014285,-12.3551,130.8857,,,,,,,,,,
ASN00074050,0,0,0,0,,,ASN00014289,-12.3723,130.8665,,,,,,,,,,
ASN00074127,0,0,0,0,,,ASN00014401,-11.6502,133.3796,,,,,,,,,,
ASN00074202,0,0,0,0,,,ASN00014404,-12.0931,134.8919,,,,,,,,,,
ASN00074261,18,0,0,18,,,ASN00014405,-12.0569,134.2339,,,,,,GSN,91765,,,
ASN00075007,0,0,0,0,,,ASN00014517,-11.9971,135.5726,,,,,,,,,,
ASN00077052,0,0,0,0,,,ASN00014518,-13.9747,136.4631,,,,,,,,,,
ASN00077079,168,0,0,168,,,ASN00014602,-14.1394,134.4742,,,,,,,,,,
ASN00078072,0,0,0,0,,,ASN00014605,-14.823,133.7013,,,,,,,,,,
ASN00079008,0,0,0,0,,,ASN00014621,-15.8087,134.1477,,,,,,,,,,
ASN00080027,0,0,0,0,,,ASN00014626,-16.2636,133.3782,,,,,,,,,,
ASN00080067,0,0,0,0,,,ASN00014627,-13.6714,134.3414,,,,,,,,,,
ASN00080091,0,340,179,519,,,ASN00014628,-16.455,134.6504,,,,,,,,,,
ASN00080109,0,0,0,0,,,ASN00014639,-15.9179,132.3831,,,,,,,,,,
ASN00081085,0,0,0,0,,,ASN00014648,-14.134,133.1094,,,,,,,,,,
ASN00082018,0,0,0,0,,,ASN00014650,-14.9147,133.127,,,,,,,,,,
ASN00082029,0,0,0,0,,,ASN00014651,-13.8269,133.3277,,,,,,,,,,
ASN00082039,0,341,174,515,,,ASN00014652,-14.5264,132.8006,,,,,,,,,,
ASN00082041,0,0,0,0,,,ASN00014653,-14.2573,133.5942,,,,,,,,,,
ASN00082042,0,0,194,194,,,ASN00014654,-14.3295,133.1176,,,,,,,,,,
ASN00082056,20,0,0,20,,,ASN00014703,-15.7426,136.8192,,,,,,,,,,
ASN00082105,0,0,0,0,,,ASN00014704,-16.4423,136.076,,,,,,,,,,
ASN00082112,10,0,0,10,,,ASN00014705,-17.2314,137.3308,,,,,,,,,,
ASN00082116,0,0,0,0,,,ASN00014723,-16.0757,136.3041,,,,,,,,,,
ASN00082156,0,0,0,0,,,ASN00014729,-15.6293,136.3881,,,,,,,,,,
ASN00082167,0,0,0,0,,,ASN00014730,-14.1055,133.3422,,,,,,,,,,
ASN00082170,0,323,177,500,,,ASN00014806,-16.4155,132.0857,,,,,,,,,,
ASN00083038,0,0,0,0,,,ASN00014816,-15.7372,131.5345,,,,,,,,,,
ASN00084003,0,0,0,0,,,ASN00014825,-16.403,131.0145,,,,,,,,,,
ASN00084142,0,254,127,381,,,ASN00014828,-16.3896,131.5573,,,,,,,,,,
ASN00084144,0,276,157,433,,,ASN00014829,-18.3325,130.6358,,,,,,,,,,
ASN00084145,0,264,139,403,,,ASN00014830,-17.5966,131.5444,,,,,,,,,,
ASN00084147,0,0,0,0,,,ASN00014847,-16.1176,130.9558,,,,,,,,,,
ASN00085168,0,0,0,0,,,ASN00014854,-17.8581,130.8841,,,,,,,,,,
ASN00085281,0,0,0,0,,,ASN00014856,-18.3902,129.4299,,,,,,87692,,,,
ASN00085289,0,0,0,0,,,ASN00014866,-17.6129,130.0713,,,,,,,,,,
ASN00086068,0,331,165,496,,,ASN00014867,-16.9567,130.5675,,,,,,,,,,
ASN00086074,0,0,0,0,,,ASN00014901,-13.8345,131.1872,,,,,,,,,,
ASN00086088,0,0,0,0,,,ASN00014906,-14.2,130.9,,,,,,,,,,
ASN00086131,0,0,0,0,,,ASN00014909,-13.3275,133.0861,,,,,,,,,,
ASN00086232,0,0,0,0,,,ASN00014913,-13.7447,130.4935,,,,,,,,,,
ASN00086361,0,262,166,428,,,ASN00014932,-14.5229,132.3826,,,,,,,,,,
ASN00087175,0,0,0,0,,,ASN00014947,-14.0106,132.2084,,,,,,,,,,
ASN00088067,0,0,0,0,,,ASN00014948,-14.2495,129.5282,,,,,,,,,,
ASN00088071,0,0,0,0,,,ASN00014949,-15.7442,131.9182,,,,,,,,,,
ASN00088103,0,0,0,0,,,ASN00014950,-14.1243,132.6378,,,,,,,,,,
ASN00088108,0,0,0,0,,,ASN00014954,-14.9408,130.8092,,,,,,,,,,
ASN00088121,0,0,0,0,,,ASN00014955,-14.3202,132.4226,,,,,,,,,,
ASN00088123,0,0,0,0,,,ASN00014962,-14.254,132.7357,,,,,,,,,,
ASN00089003,12,0,0,12,,,ASN00014965,-14.1882,132.3961,,,,,,,,,,
ASN00089025,0,0,0,0,,,ASN00014966,-14.3148,132.4248,,,,,,,,,,
ASN00089034,0,0,0,0,,,ASN00014970,-14.1084,132.9004,,,,,,,,,,
ASN00089084,0,0,0,0,,,ASN00015015,-18.4336,133.8774,,,,,,,,,,
ASN00089112,0,233,138,371,,,ASN00015131,-17.5521,133.5407,,,,,,,,,,
ASN00091194,36,0,0,36,,,ASN00015135,-19.6423,134.1833,,,,,,,,,,
ASN00091227,0,0,0,0,,,ASN00015139,-19.933,134.3548,,,,,,,,,,
ASN00091259,0,259,132,391,,,ASN00015511,-25.3139,131.7571,,,,,,87289,,,,
ASN00092051,18,0,0,18,,,ASN00015590,-23.7951,133.889,,,,,,,,,,
ASN00001010,0,0,0,0,,,ASN00015594,-23.4564,134.6849,,,,,,,,,,
ASN00001023,12,0,0,12,,,ASN00015602,-22.9494,136.1442,,,,,,,,,,
ASN00002030,160,0,0,160,,,ASN00015611,-22.7228,131.1685,,,,,,,,,,
ASN00002069,162,0,0,162,,,ASN00015635,-25.1896,130.9737,,,,,,,,,,
ASN00006105,0,394,220,614,,,ASN00015643,-22.4518,133.6377,,,,,,,,,,
